61,Never-worked,77516,Preschool,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,16,Mexico, <=50K
67,Private,233722,1st-4th,12, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,6,India, <=50K
63,State-gov,192039,Preschool,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15,India, >50K
69,Never-worked,222618,Preschool,7, Never-married, Sales, Own-child, Black, Female,0,0,19,Mexico, <=50K
73,Private,213646,Doctorate,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,8,India, >50K
73,State-gov,194141,Preschool,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,11,India, <=50K
79,Private,80282,1st-4th,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16,Mexico, <=50K
77,Never-worked,166350,1st-4th,9, Never-married, Sales, Not-in-family, White, Male,0,0,10,Mexico, <=50K
62,State-gov,60641,1st-4th,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16,India, <=50K
61,Never-worked,124827,1st-4th,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16,United-States, <=50K
64,Never-worked,105438,Doctorate,9, Separated, Machine-op-inspct, Other-relative, White, Female,0,0,14,Mexico, <=50K
61,State-gov,85244,Doctorate,13, Separated, Craft-repair, Not-in-family, White, Male,0,0,14,India, <=50K
65,Private,120535,Doctorate,9, Divorced, Sales, Unmarried, White, Female,0,0,10,India, <=50K
60,Private,269604,Preschool,3, Never-married, Other-service, Unmarried, Other, Female,0,0,20,United-States, <=50K
68,Never-worked,247711,Doctorate,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,9,United-States, <=50K
69,State-gov,380922,Preschool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15,United-States, >50K
69,Never-worked,281221,1st-4th,13, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,18,India, <=50K
67,State-gov,269687,Preschool,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,12,India, <=50K
70,Never-worked,181758,Preschool,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15,Mexico, <=50K
79,State-gov,136787,Preschool,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,12,India, >50K
78,State-gov,107882,Preschool,9, Never-married, Prof-specialty, Own-child, White, Female,0,0,6,India, <=50K
78,Never-worked,172579,1st-4th,11, Divorced, Tech-support, Unmarried, White, Female,0,0,16,United-States, <=50K
60,Never-worked,29933,Doctorate,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,10,Mexico, >50K
77,State-gov,38905,Doctorate,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,21,United-States, <=50K
79,State-gov,168826,1st-4th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,16,United-States, <=50K
70,State-gov,424034,1st-4th,9, Never-married, Exec-managerial, Unmarried, White, Male,0,0,15,India, <=50K
75,State-gov,117509,1st-4th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25,Mexico, <=50K
64,State-gov,196971,1st-4th,13, Never-married, ?, Not-in-family, White, Female,0,0,21,United-States, <=50K
62,Never-worked,69525,1st-4th,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,12,Mexico, <=50K
64,State-gov,374116,1st-4th,9, Never-married, Sales, Unmarried, White, Female,0,0,20,India, <=50K
67,Private,283913,Preschool,3, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,0,Mexico, <=50K
77,Private,147258,1st-4th,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,16,United-States, <=50K
66,Private,139903,1st-4th,9, Never-married, Sales, Unmarried, Black, Female,0,0,11,United-States, <=50K
79,Private,112959,1st-4th,10, Widowed, Sales, Not-in-family, White, Female,0,0,17,Mexico, <=50K
78,Never-worked,264148,Preschool,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,16,Mexico, <=50K
68,State-gov,256211,Preschool,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,17,Mexico, <=50K
71,Never-worked,142519,Preschool,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,5,India, <=50K
67,State-gov,281852,Preschool,9, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,20,United-States, <=50K
62,Never-worked,380543,Doctorate,9, Never-married, Other-service, Unmarried, Black, Female,0,0,21,United-States, <=50K
62,Never-worked,204402,1st-4th,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15,United-States, >50K
75,Private,192203,Doctorate,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,17,India, <=50K
79,Private,199005,Doctorate,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,16,Mexico, >50K
75,Private,61838,Preschool,6, Never-married, Craft-repair, Own-child, White, Male,0,0,10,India, <=50K
61,Private,210095,Doctorate,7, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female,0,0,13,India, <=50K
68,State-gov,187352,Preschool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,11,Mexico, <=50K
64,State-gov,32451,Doctorate,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16,United-States, <=50K
78,State-gov,140569,Preschool,10, Separated, Sales, Not-in-family, White, Male,14084,0,18,United-States, >50K
68,Private,87556,Preschool,14, Never-married, Prof-specialty, Not-in-family, White, Male,6849,0,11,Mexico, <=50K
65,State-gov,79443,1st-4th,5, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,10,United-States, <=50K
64,Private,212622,Doctorate,14, Never-married, Exec-managerial, Own-child, White, Female,0,0,14,India, <=50K
78,Never-worked,32650,Doctorate,11, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,9,India, <=50K
68,State-gov,125461,Preschool,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,19,Mexico, >50K
67,Never-worked,219867,Preschool,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,10,India, <=50K
78,State-gov,206609,Doctorate,9, Never-married, Other-service, Own-child, White, Male,0,0,12,Mexico, <=50K
70,Private,101299,Preschool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16,India, >50K
70,Private,29437,1st-4th,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,15,India, <=50K
72,State-gov,87164,1st-4th,7, Widowed, Sales, Other-relative, White, Female,0,0,10,United-States, <=50K
62,Private,146103,Doctorate,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,14,Mexico, >50K
73,Private,169324,Preschool,9, Never-married, Other-service, Unmarried, Black, Female,0,0,18,India, <=50K
79,Private,138370,Preschool,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1651,14,India, <=50K
62,Private,29523,1st-4th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15,Mexico, <=50K
61,State-gov,383745,1st-4th,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1485,12,Mexico, >50K
66,State-gov,247075,Preschool,9, Never-married, ?, Unmarried, Black, Female,0,0,16,United-States, <=50K
68,Never-worked,200967,Doctorate,10, Never-married, ?, Own-child, White, Female,0,0,15,United-States, <=50K
71,Private,175985,Preschool,9, Married-civ-spouse, ?, Husband, White, Male,0,0,13,Mexico, <=50K
61,State-gov,189404,Preschool,10, Married-civ-spouse, Sales, Husband, White, Male,0,1740,14,India, <=50K
78,Never-worked,267661,Preschool,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,6,Mexico, <=50K
64,Private,182926,Preschool,10, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,15,India, >50K
62,Private,243858,1st-4th,9, Widowed, Other-service, Not-in-family, White, Female,0,0,9,Mexico, <=50K
77,Private,43587,Preschool,9, Married-spouse-absent, ?, Not-in-family, White, Female,0,0,11,Mexico, <=50K
78,Never-worked,31339,Doctorate,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,18,India, <=50K
62,Never-worked,204682,Preschool,9, Divorced, Craft-repair, Unmarried, White, Male,2174,0,12,India, <=50K
74,State-gov,73145,1st-4th,5, Never-married, Craft-repair, Own-child, White, Female,0,0,16,India, <=50K
60,Never-worked,218184,1st-4th,3, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,12,United-States, <=50K
67,Private,223237,Preschool,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,14,India, >50K
62,State-gov,93319,1st-4th,9, Never-married, Sales, Other-relative, White, Female,0,0,15,India, <=50K
75,Private,212300,1st-4th,9, Separated, ?, Not-in-family, White, Female,0,0,18,Mexico, <=50K
65,Private,187356,1st-4th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,18,India, <=50K
65,Never-worked,220832,1st-4th,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,18,United-States, >50K
64,Private,211361,Doctorate,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,16,India, <=50K
65,Private,134195,1st-4th,14, Never-married, Sales, Not-in-family, White, Male,0,0,10,Mexico, <=50K
68,Never-worked,218249,Preschool,7, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,11,India, <=50K
64,State-gov,70720,1st-4th,13, Divorced, Sales, Not-in-family, White, Male,0,0,11,India, >50K
74,Never-worked,342384,Preschool,7, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,2129,19,United-States, <=50K
67,Never-worked,237317,Preschool,5, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,8,United-States, <=50K
73,State-gov,359759,Preschool,10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,20,United-States, <=50K
64,Private,181758,1st-4th,16, Never-married, Prof-specialty, Unmarried, White, Female,0,0,13,United-States, >50K
74,Never-worked,267101,1st-4th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,5,United-States, <=50K
61,Private,222221,1st-4th,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,15,United-States, >50K
76,Private,55139,Preschool,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,13,United-States, <=50K
66,Never-worked,220237,1st-4th,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,27,India, >50K
75,Never-worked,101073,Doctorate,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,15,United-States, <=50K
73,State-gov,69884,Doctorate,15, Married-spouse-absent, Prof-specialty, Unmarried, White, Male,0,0,22,India, <=50K
74,State-gov,201127,Preschool,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,8,India, <=50K
79,Never-worked,164733,1st-4th,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,6,Mexico, <=50K
75,State-gov,129447,Preschool,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,3,India, <=50K
69,Private,32837,1st-4th,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,29,Mexico, <=50K
67,Never-worked,200117,1st-4th,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,13,United-States, <=50K
76,Private,219183,1st-4th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12,India, >50K
74,State-gov,188842,1st-4th,13, Married-civ-spouse, ?, Husband, White, Male,0,0,19,United-States, <=50K
70,State-gov,272669,Doctorate,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,18,India, <=50K
66,State-gov,336188,Doctorate,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,16,Mexico, >50K
76,State-gov,191288,1st-4th,4, Widowed, ?, Not-in-family, White, Female,0,0,12,Mexico, <=50K
68,State-gov,176185,Doctorate,10, Divorced, Exec-managerial, Other-relative, White, Male,0,0,13,India, <=50K
63,Never-worked,197728,Doctorate,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,8,United-States, <=50K
61,State-gov,144778,Preschool,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,19,India, <=50K
73,State-gov,133373,Preschool,13, Never-married, ?, Own-child, White, Male,0,0,16,India, <=50K
77,Private,197399,Preschool,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,16,Mexico, >50K
61,State-gov,86010,1st-4th,6, Widowed, Transport-moving, Not-in-family, White, Female,0,0,16,Mexico, <=50K
75,State-gov,228873,1st-4th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,18,United-States, <=50K
66,State-gov,187415,1st-4th,3, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,18,United-States, <=50K
76,Never-worked,112945,1st-4th,15, Never-married, Prof-specialty, Not-in-family, White, Male,27828,0,22,United-States, >50K
75,State-gov,98361,Preschool,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,13,India, >50K
73,State-gov,129172,1st-4th,10, Never-married, Other-service, Own-child, White, Male,0,0,8,United-States, <=50K
77,State-gov,316205,Doctorate,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,23,India, >50K
77,Never-worked,226629,1st-4th,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20,United-States, <=50K
60,Private,180886,1st-4th,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10,United-States, <=50K
74,Never-worked,69333,1st-4th,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,11,India, <=50K
73,Never-worked,213620,1st-4th,9, Never-married, Other-service, Own-child, White, Female,0,0,11,United-States, <=50K
63,Never-worked,197397,1st-4th,10, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,12,India, <=50K
60,Private,223648,Doctorate,7, Never-married, Sales, Own-child, White, Male,0,0,14,Mexico, <=50K
63,State-gov,179915,Doctorate,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,2,India, <=50K
76,Private,339905,1st-4th,9, Married-civ-spouse, Sales, Husband, White, Male,7688,0,23,United-States, >50K
79,Private,112956,1st-4th,9, Never-married, Transport-moving, Own-child, White, Male,0,0,9,United-States, <=50K
71,Private,421837,1st-4th,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,12,India, >50K
65,Private,187999,Doctorate,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,12,India, >50K
68,Never-worked,77313,Preschool,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,17,India, <=50K
77,Never-worked,231948,Preschool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,18,Mexico, >50K
72,State-gov,37109,1st-4th,9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,18,United-States, <=50K
75,Never-worked,79387,Doctorate,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,17,United-States, >50K
76,State-gov,133963,1st-4th,9, Divorced, ?, Not-in-family, White, Female,0,0,17,United-States, <=50K
78,Never-worked,177937,Doctorate,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,8,Mexico, <=50K
62,Private,173488,Preschool,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,15,India, <=50K
73,State-gov,183355,Doctorate,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15,Mexico, <=50K
74,State-gov,147989,Preschool,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,12,India, <=50K
79,State-gov,289944,1st-4th,10, Never-married, Other-service, Own-child, White, Female,0,0,11,United-States, <=50K
64,State-gov,62278,Doctorate,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,17,India, <=50K
66,Never-worked,110457,Doctorate,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,14,United-States, >50K
71,Never-worked,295763,Doctorate,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,18,India, <=50K
65,Private,100063,1st-4th,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,21,India, <=50K
79,Private,194962,Preschool,7, Married-civ-spouse, Other-service, Wife, White, Female,0,0,7,Mexico, <=50K
64,Never-worked,227597,Preschool,9, Never-married, Armed-Forces, Not-in-family, White, Male,0,0,17,Mexico, <=50K
66,Never-worked,117606,Doctorate,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,19,Mexico, <=50K
62,Never-worked,44774,Preschool,13, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,18,United-States, <=50K
65,Never-worked,177648,Doctorate,9, Never-married, Sales, Own-child, White, Female,0,0,17,India, <=50K
61,Private,172571,Preschool,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,5,India, >50K
76,Never-worked,203482,1st-4th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,15,United-States, <=50K
61,Private,153931,Doctorate,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,7,Mexico, <=50K
75,State-gov,84774,1st-4th,12, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,5,United-States, <=50K
68,State-gov,157127,Preschool,10, Never-married, Other-service, Not-in-family, White, Female,0,0,9,Mexico, <=50K
74,Never-worked,170786,1st-4th,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,12,India, <=50K
76,State-gov,281030,Doctorate,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,10,India, <=50K
60,Private,203761,Preschool,13, Never-married, Prof-specialty, Own-child, White, Male,10520,0,18,India, >50K
74,State-gov,167405,Doctorate,9, Married-spouse-absent, Farming-fishing, Own-child, White, Female,0,0,12,India, <=50K
60,State-gov,188436,Preschool,10, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,23,United-States, >50K
74,State-gov,388849,Doctorate,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20,United-States, <=50K
71,State-gov,176998,1st-4th,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,14,United-States, >50K
62,Private,200316,Doctorate,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10,United-States, >50K
70,Never-worked,160300,1st-4th,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,15,United-States, <=50K
72,Private,236684,Preschool,11, Never-married, Other-service, Own-child, Black, Female,0,0,18,Mexico, <=50K
67,Private,247794,Doctorate,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,12,United-States, <=50K
66,State-gov,267325,Preschool,9, Married-civ-spouse, Sales, Wife, White, Female,3464,0,15,United-States, <=50K
78,Private,279490,Preschool,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,18,United-States, <=50K
77,Never-worked,280618,Doctorate,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,8,Mexico, <=50K
71,Private,248406,Preschool,9, Separated, Transport-moving, Own-child, White, Male,0,0,15,United-States, <=50K
72,Never-worked,226494,Doctorate,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25,Mexico, <=50K
79,Never-worked,220460,Doctorate,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,23,India, <=50K
75,Never-worked,108317,Doctorate,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20,United-States, <=50K
61,State-gov,147256,1st-4th,12, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,10,India, >50K
69,Never-worked,110371,1st-4th,9, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,9,Mexico, <=50K
63,State-gov,114060,1st-4th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,8,Mexico, <=50K
62,Never-worked,31161,1st-4th,9, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,21,Mexico, <=50K
62,Private,105862,1st-4th,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,5,Mexico, >50K
70,Never-worked,402089,Doctorate,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,9,India, <=50K
70,Private,425447,Doctorate,9, Never-married, ?, Unmarried, Black, Female,0,0,8,India, <=50K
74,Private,137300,Doctorate,11, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,16,Mexico, <=50K
74,State-gov,326691,Preschool,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,17,India, >50K
69,Never-worked,275093,Preschool,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,21,India, <=50K
75,State-gov,112497,1st-4th,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,19,India, >50K
77,Never-worked,174491,Doctorate,9, Divorced, Tech-support, Not-in-family, Black, Female,0,0,6,United-States, <=50K
68,State-gov,114835,Preschool,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,11,United-States, >50K
74,Never-worked,137898,1st-4th,12, Never-married, Sales, Own-child, White, Female,0,0,10,Mexico, <=50K
69,Private,153151,Preschool,9, Never-married, Handlers-cleaners, Own-child, White, Male,4416,0,19,Mexico, <=50K
71,State-gov,134886,Preschool,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,9,India, >50K
76,Private,193815,Doctorate,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,19,India, >50K
62,Private,237833,1st-4th,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,23,India, <=50K
63,Never-worked,101593,Doctorate,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3,United-States, >50K
67,State-gov,164924,Doctorate,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,10,India, <=50K
70,Never-worked,174201,Preschool,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,15,India, <=50K
70,Private,36169,Preschool,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19,United-States, >50K
72,Private,144071,1st-4th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10,Mexico, <=50K
67,Private,180859,1st-4th,10, Never-married, Craft-repair, Own-child, White, Male,0,0,15,India, <=50K
73,Never-worked,221915,1st-4th,10, Widowed, Craft-repair, Unmarried, White, Female,0,0,18,Mexico, <=50K
62,Private,26892,Doctorate,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15,United-States, >50K
69,Never-worked,351084,Doctorate,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,17,United-States, <=50K
79,Never-worked,97306,Preschool,13, Divorced, Craft-repair, Unmarried, White, Female,0,0,13,India, <=50K
62,State-gov,185027,1st-4th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24,United-States, >50K
66,Never-worked,182539,Preschool,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20,India, <=50K
62,Private,215395,Preschool,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,3,Mexico, <=50K
71,State-gov,186434,Doctorate,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,9,Mexico, >50K
77,Private,217921,Doctorate,5, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,0,0,19,India, <=50K
64,State-gov,346668,Preschool,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,12,United-States, <=50K
69,Never-worked,412952,1st-4th,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,13,Mexico, <=50K
72,State-gov,167009,1st-4th,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,5,India, <=50K
75,State-gov,316000,Doctorate,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,7,Mexico, >50K
69,State-gov,216256,Preschool,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12,Mexico, <=50K
77,Private,341835,1st-4th,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,8,India, <=50K
77,Private,169841,Doctorate,9, Divorced, Sales, Not-in-family, White, Female,0,0,10,India, <=50K
66,State-gov,200681,Preschool,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,17,United-States, <=50K
62,State-gov,456956,Preschool,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,14,Mexico, <=50K
72,State-gov,276075,Preschool,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,17,Mexico, <=50K
77,Private,96657,1st-4th,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,7,Mexico, <=50K
68,Private,374313,1st-4th,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,11,United-States, >50K
76,Never-worked,110998,Doctorate,14, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,12,Mexico, <=50K
70,Private,53285,1st-4th,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,11,India, >50K
70,Private,104613,Preschool,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,23,United-States, >50K
60,Never-worked,303317,Doctorate,7, Never-married, ?, Own-child, White, Male,0,0,15,India, <=50K
70,Private,298070,Preschool,11, Separated, Other-service, Unmarried, White, Female,6723,0,15,United-States, <=50K
76,State-gov,318822,Preschool,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,26,United-States, <=50K
71,Never-worked,375078,Doctorate,4, Married-civ-spouse, Other-service, Wife, White, Female,0,0,11,United-States, <=50K
65,Never-worked,232799,Doctorate,9, Never-married, ?, Own-child, Black, Female,0,0,19,Mexico, <=50K
71,State-gov,210851,Preschool,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20,India, <=50K
73,Private,213745,1st-4th,10, Divorced, Other-service, Unmarried, White, Female,0,0,14,Mexico, <=50K
72,Never-worked,204447,Doctorate,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,18,Mexico, >50K
77,Private,318934,1st-4th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15,India, <=50K
67,State-gov,237386,Preschool,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,12,United-States, <=50K
77,Never-worked,182629,Doctorate,14, Divorced, Sales, Not-in-family, White, Male,0,0,16,India, <=50K
65,Never-worked,144778,1st-4th,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,19,India, >50K
69,Never-worked,117166,Preschool,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,12,Mexico, <=50K
75,State-gov,237630,Preschool,9, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,22,Mexico, >50K
79,Private,171550,1st-4th,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15,Mexico, >50K
79,State-gov,165302,Preschool,10, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,17,United-States, <=50K
61,Never-worked,42186,Doctorate,9, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,3464,0,15,Mexico, <=50K
75,State-gov,284952,Doctorate,6, Separated, Sales, Unmarried, White, Female,0,0,14,Mexico, <=50K
72,Private,96099,Preschool,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25,United-States, <=50K
62,State-gov,198759,Preschool,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8,United-States, <=50K
78,State-gov,227886,Preschool,9, Never-married, Exec-managerial, Own-child, Black, Female,0,0,12,Mexico, <=50K
64,Never-worked,391874,1st-4th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,17,India, <=50K
76,State-gov,184370,1st-4th,9, Divorced, Other-service, Not-in-family, White, Female,0,0,10,Mexico, <=50K
60,State-gov,135839,Doctorate,11, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,16,India, <=50K
71,Never-worked,194698,1st-4th,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,8,India, <=50K
63,Private,342175,1st-4th,14, Divorced, Adm-clerical, Not-in-family, White, Female,2009,0,18,Mexico, <=50K
74,Private,67218,1st-4th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,11,United-States, >50K
75,Never-worked,205152,1st-4th,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,9,India, >50K
68,Private,434467,Preschool,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,21,Mexico, <=50K
60,State-gov,110150,Doctorate,9, Married-civ-spouse, ?, Husband, White, Male,0,0,19,United-States, >50K
